Location,Date,Frequency,Estimated Unemployment Rate (%),Estimated Employed,Estimated Labour Participation Rate (%),Area,Region,longitude,latitude
Tripura,31-10-2020,Monthly,11.57,1576529,54.58,Urban,Northeast,23.9408,91.9882
Uttar Pradesh,31-05-2019,Monthly,10.26,43287808,39.96,Rural,North,26.8467,80.9462
Uttar Pradesh,30-06-2019,Monthly,11.13,42276572,39.32,Rural,North,26.8467,80.9462
Uttar Pradesh,31-07-2019,Monthly,9.19,42697000,38.78,Rural,North,26.8467,80.9462
Uttar Pradesh,31-08-2019,Monthly,11.47,43298746,40.24,Rural,North,26.8467,80.9462
Uttar Pradesh,30-09-2019,Monthly,6.45,44198762,38.79,Rural,North,26.8467,80.9462
Uttar Pradesh,31-10-2019,Monthly,10.18,42833265,39.07,Rural,North,26.8467,80.9462
Uttar Pradesh,30-11-2019,Monthly,6.94,43261530,38.01,Rural,North,26.8467,80.9462
Uttar Pradesh,31-12-2019,Monthly,8.43,44640087,39.77,Rural,North,26.8467,80.9462
Uttar Pradesh,31-01-2020,Monthly,6.06,45777509,39.67,Rural,North,26.8467,80.9462
Uttar Pradesh,29-02-2020,Monthly,8.12,44257432,39.13,Rural,North,26.8467,80.9462
Uttar Pradesh,31-03-2020,Monthly,9.37,43086706,38.53,Rural,North,26.8467,80.9462
Uttar Pradesh,30-04-2020,Monthly,19.92,39970677,40.37,Rural,North,26.8467,80.9462
Uttar Pradesh,31-05-2020,Monthly,16.89,38640999,37.52,Rural,North,26.8467,80.9462
Uttar Pradesh,30-06-2020,Monthly,8.51,41908909,36.89,Rural,North,26.8467,80.9462
Uttar Pradesh,31-05-2019,Monthly,14.4,13391244,40.43,Urban,North,26.8467,80.9462
Uttar Pradesh,30-06-2019,Monthly,11.62,13624452,39.75,Urban,North,26.8467,80.9462
Uttar Pradesh,31-07-2019,Monthly,11.8,13862431,40.43,Urban,North,26.8467,80.9462
Uttar Pradesh,31-08-2019,Monthly,14.73,13580241,40.87,Urban,North,26.8467,80.9462
Uttar Pradesh,30-09-2019,Monthly,13.58,13522970,40.07,Urban,North,26.8467,80.9462
Uttar Pradesh,31-10-2019,Monthly,10.35,13938303,39.71,Urban,North,26.8467,80.9462
Uttar Pradesh,30-11-2019,Monthly,11.31,14128888,40.6,Urban,North,26.8467,80.9462
Uttar Pradesh,31-12-2019,Monthly,12.37,13857200,40.21,Urban,North,26.8467,80.9462
Uttar Pradesh,31-01-2020,Monthly,12.34,13656250,39.52,Urban,North,26.8467,80.9462
Uttar Pradesh,29-02-2020,Monthly,11.65,13803099,39.54,Urban,North,26.8467,80.9462
Uttar Pradesh,31-03-2020,Monthly,12.32,13889632,40,Urban,North,26.8467,80.9462
Uttar Pradesh,30-04-2020,Monthly,26.94,10944379,37.74,Urban,North,26.8467,80.9462
Uttar Pradesh,31-05-2020,Monthly,32.06,11111486,41.1,Urban,North,26.8467,80.9462
Uttar Pradesh,30-06-2020,Monthly,13.05,13208724,38.09,Urban,North,26.8467,80.9462
Uttar Pradesh,31-01-2020,Monthly,7.58,59433759,39.63,Urban,North,26.8467,80.9462
Uttar Pradesh,29-02-2020,Monthly,8.98,58060531,39.23,Urban,North,26.8467,80.9462
Uttar Pradesh,31-03-2020,Monthly,10.11,56976338,38.89,Urban,North,26.8467,80.9462
Uttar Pradesh,30-04-2020,Monthly,21.54,50915056,39.73,Urban,North,26.8467,80.9462
Uttar Pradesh,31-05-2020,Monthly,20.41,49801902,38.22,Urban,North,26.8467,80.9462
Uttar Pradesh,30-06-2020,Monthly,9.47,55380649,37.29,Urban,North,26.8467,80.9462
Uttar Pradesh,31-07-2020,Monthly,5.56,56201654,36.19,Urban,North,26.8467,80.9462
Uttar Pradesh,31-08-2020,Monthly,5.79,55831744,35.96,Urban,North,26.8467,80.9462
Uttar Pradesh,30-09-2020,Monthly,4.18,56106836,35.45,Urban,North,26.8467,80.9462
Uttar Pradesh,31-10-2020,Monthly,3.75,56539521,35.49,Urban,North,26.8467,80.9462
Uttarakhand,31-05-2019,Monthly,1.63,2108044,37.47,Rural,North,30.0668,79.0193
Uttarakhand,30-06-2019,Monthly,4.65,2021553,37.01,Rural,North,30.0668,79.0193
Uttarakhand,31-07-2019,Monthly,5.74,2000524,36.97,Rural,North,30.0668,79.0193
Uttarakhand,31-08-2019,Monthly,6.11,1911380,35.39,Rural,North,30.0668,79.0193
Uttarakhand,30-09-2019,Monthly,3.47,2157845,38.79,Rural,North,30.0668,79.0193
Uttarakhand,31-10-2019,Monthly,4.83,2027662,36.9,Rural,North,30.0668,79.0193
Uttarakhand,30-11-2019,Monthly,5.56,2007113,36.73,Rural,North,30.0668,79.0193
Uttarakhand,31-12-2019,Monthly,4.52,1947566,35.19,Rural,North,30.0668,79.0193
Uttarakhand,31-01-2020,Monthly,4.17,1986386,35.69,Rural,North,30.0668,79.0193
Uttarakhand,29-02-2020,Monthly,4.85,2057523,37.16,Rural,North,30.0668,79.0193
Uttarakhand,30-04-2020,Monthly,3.66,1972074,35.04,Rural,North,30.0668,79.0193
Uttarakhand,31-05-2020,Monthly,3.57,1915482,33.94,Rural,North,30.0668,79.0193
Uttarakhand,30-06-2020,Monthly,10.71,1675441,32,Rural,North,30.0668,79.0193
Uttarakhand,31-05-2019,Monthly,9.17,676797,26.33,Urban,North,30.0668,79.0193
Uttarakhand,30-06-2019,Monthly,4.69,906889,33.54,Urban,North,30.0668,79.0193
Uttarakhand,31-07-2019,Monthly,6.94,859900,32.48,Urban,North,30.0668,79.0193
Uttarakhand,31-08-2019,Monthly,7.43,823967,31.21,Urban,North,30.0668,79.0193
Uttarakhand,30-09-2019,Monthly,9.62,711150,27.51,Urban,North,30.0668,79.0193
Uttarakhand,31-10-2019,Monthly,4.72,925174,33.87,Urban,North,30.0668,79.0193
Uttarakhand,30-11-2019,Monthly,6.34,904903,33.61,Urban,North,30.0668,79.0193
Uttarakhand,31-12-2019,Monthly,7.39,844779,31.65,Urban,North,30.0668,79.0193
Uttarakhand,31-01-2020,Monthly,8.92,725253,27.55,Urban,North,30.0668,79.0193
Uttarakhand,29-02-2020,Monthly,5.28,963408,35.11,Urban,North,30.0668,79.0193
Uttarakhand,31-03-2020,Monthly,8.15,889245,33.33,Urban,North,30.0668,79.0193
Uttarakhand,30-04-2020,Monthly,13.18,748041,29.59,Urban,North,30.0668,79.0193
Uttarakhand,31-05-2020,Monthly,17.36,778590,32.27,Urban,North,30.0668,79.0193
Uttarakhand,30-06-2020,Monthly,5.08,989470,35.61,Urban,North,30.0668,79.0193
Uttarakhand,31-01-2020,Monthly,5.49,2711639,32.99,Urban,North,30.0668,79.0193
Uttarakhand,29-02-2020,Monthly,4.99,3020931,36.48,Urban,North,30.0668,79.0193
Uttarakhand,31-03-2020,Monthly,19.85,2539302,36.27,Urban,North,30.0668,79.0193
Uttarakhand,30-04-2020,Monthly,6.48,2720115,33.23,Urban,North,30.0668,79.0193
Uttarakhand,31-05-2020,Monthly,8.01,2694072,33.38,Urban,North,30.0668,79.0193
Uttarakhand,30-06-2020,Monthly,8.61,2656071,33.06,Urban,North,30.0668,79.0193
Uttarakhand,31-07-2020,Monthly,12.38,2938552,38.07,Urban,North,30.0668,79.0193
Uttarakhand,31-08-2020,Monthly,14.26,2717528,35.9,Urban,North,30.0668,79.0193
Uttarakhand,30-09-2020,Monthly,22.26,2695230,39.18,Urban,North,30.0668,79.0193
Uttarakhand,31-10-2020,Monthly,9.23,2739309,34.03,Urban,North,30.0668,79.0193
West Bengal,31-05-2019,Monthly,6.02,23452875,46.41,Rural,East,22.9868,87.855
West Bengal,30-06-2019,Monthly,5.85,25543465,50.36,Rural,East,22.9868,87.855
West Bengal,31-07-2019,Monthly,5.62,24857807,48.78,Rural,East,22.9868,87.855
West Bengal,31-08-2019,Monthly,5.58,24924827,48.79,Rural,East,22.9868,87.855
West Bengal,30-09-2019,Monthly,5.26,25610773,49.87,Rural,East,22.9868,87.855
West Bengal,31-10-2019,Monthly,6.78,24353018,48.09,Rural,East,22.9868,87.855
West Bengal,30-11-2019,Monthly,5.83,25630359,50,Rural,East,22.9868,87.855
West Bengal,31-12-2019,Monthly,5.79,24906239,48.47,Rural,East,22.9868,87.855
West Bengal,31-01-2020,Monthly,6.79,24612171,48.3,Rural,East,22.9868,87.855
West Bengal,29-02-2020,Monthly,3.78,26093009,49.51,Rural,East,22.9868,87.855
West Bengal,31-03-2020,Monthly,7.02,25097812,49.18,Rural,East,22.9868,87.855
West Bengal,30-04-2020,Monthly,18.32,17639370,39.27,Rural,East,22.9868,87.855
West Bengal,31-05-2020,Monthly,18.43,19115772,42.53,Rural,East,22.9868,87.855
West Bengal,30-06-2020,Monthly,4.94,21225887,40.44,Rural,East,22.9868,87.855
West Bengal,31-05-2019,Monthly,7.25,11306177,46.37,Urban,East,22.9868,87.855
West Bengal,30-06-2019,Monthly,7.38,10611498,43.51,Urban,East,22.9868,87.855
West Bengal,31-07-2019,Monthly,7.91,10779829,44.38,Urban,East,22.9868,87.855
West Bengal,31-08-2019,Monthly,7.27,11456493,46.77,Urban,East,22.9868,87.855
West Bengal,30-09-2019,Monthly,7.79,11158649,45.74,Urban,East,22.9868,87.855
West Bengal,31-10-2019,Monthly,7.83,10563686,43.25,Urban,East,22.9868,87.855
West Bengal,30-11-2019,Monthly,6.61,10768462,43.44,Urban,East,22.9868,87.855
West Bengal,31-12-2019,Monthly,7.24,11335696,45.97,Urban,East,22.9868,87.855
West Bengal,31-01-2020,Monthly,7.27,11208617,45.39,Urban,East,22.9868,87.855
West Bengal,29-02-2020,Monthly,7.55,10871168,44.09,Urban,East,22.9868,87.855
West Bengal,31-03-2020,Monthly,6.67,10806105,43.34,Urban,East,22.9868,87.855
West Bengal,30-04-2020,Monthly,15.63,9299466,41.2,Urban,East,22.9868,87.855
West Bengal,31-05-2020,Monthly,15.22,9240903,40.67,Urban,East,22.9868,87.855
West Bengal,30-06-2020,Monthly,9.86,9088931,37.57,Urban,East,22.9868,87.855
West Bengal,31-01-2020,Monthly,6.94,35820789,47.35,Urban,East,22.9868,87.855
West Bengal,29-02-2020,Monthly,4.92,36964178,47.74,Urban,East,22.9868,87.855
West Bengal,31-03-2020,Monthly,6.92,35903917,47.27,Urban,East,22.9868,87.855
West Bengal,30-04-2020,Monthly,17.41,26938836,39.9,Urban,East,22.9868,87.855
West Bengal,31-05-2020,Monthly,17.41,28356675,41.92,Urban,East,22.9868,87.855
West Bengal,30-06-2020,Monthly,7.29,30726310,40.39,Urban,East,22.9868,87.855
West Bengal,31-07-2020,Monthly,6.83,35372506,46.17,Urban,East,22.9868,87.855
West Bengal,31-08-2020,Monthly,14.87,33298644,47.48,Urban,East,22.9868,87.855
West Bengal,30-09-2020,Monthly,9.35,35707239,47.73,Urban,East,22.9868,87.855
West Bengal,31-10-2020,Monthly,9.98,33962549,45.63,Urban,East,22.9868,87.855
